veh_value,exposure,clm,numclaims,veh_body,veh_age,gender,area,agecat,claimsize
7.7999997,.27926081,0,0,HBACK,4,F,C,4,0
16.299999,.8898015,0,0,STNWG,4,M,C,4,0
30,.0027379,0,0,HDTOP,1,M,B,1,0
8.8999996,.0958248,0,0,SEDAN,4,F,E,2,0
9,.9117043,0,0,HBACK,4,M,A,5,0
39.599998,.2245038,0,0,STNWG,2,M,E,2,0
9.5,.0273785,0,0,SEDAN,3,F,A,2,0
17.4,.9062286,0,0,HBACK,2,F,B,3,0
18.9,.9117043,0,0,UTE,3,M,E,5,0
15.1,.99931562,0,0,HBACK,3,F,C,4,0
16.4,.89253938,0,0,SEDAN,2,M,B,6,0
17.4,.9062286,0,0,SEDAN,2,F,A,6,0
5.4000001,.9117043,0,0,SEDAN,4,F,D,6,0
12,.9117043,0,0,SEDAN,3,F,A,4,0
12.9,.90896648,0,0,SEDAN,3,M,D,6,0
19.199999,.9062286,0,0,HDTOP,4,M,A,1,0
41.799999,.84873372,0,0,STNWG,2,F,A,5,0
17.4,.093086898,0,0,HBACK,2,M,A,4,0
3.8999999,.90896648,0,0,HBACK,4,F,C,5,0
18.9,.90896648,0,0,PANVN,2,M,C,5,0
3.7,.84873372,0,0,HBACK,4,F,B,5,0
16.835001,.57494873,0,0,HBACK,1,M,E,1,0
16,.9117043,0,0,SEDAN,3,F,A,4,0
40.900002,.9117043,0,0,STNWG,2,F,F,3,0
8.3999996,.9062286,0,0,SEDAN,3,M,A,3,0
13.9,.60780293,0,0,STNWG,4,F,D,4,0
10.299999,.90896648,0,0,HBACK,4,F,B,4,0
12.9,.087611198,0,0,SEDAN,3,F,A,2,0
6.1999998,.90896648,0,0,STNWG,4,M,B,3,0
9.8999996,.99931562,0,0,TRUCK,4,M,C,5,0
17.6,.54209453,0,0,SEDAN,2,F,C,6,0
29.1,.65982199,0,0,STNWG,1,M,B,5,0
8.3999996,.2245038,0,0,SEDAN,3,F,C,3,0
43,.3422313,0,0,STNWG,3,M,A,4,0
12.4,.90896648,0,0,HBACK,3,F,B,3,0
4.0999999,.90896648,0,0,SEDAN,4,M,B,3,0
13.7,.098562598,0,0,HBACK,1,F,A,3,0
15.700001,.1177276,0,0,HBACK,2,F,C,4,0
17.1,.45448321,0,0,STNWG,3,M,D,6,0
12.799999,.9117043,0,0,STNWG,3,F,C,4,0
8.8999996,.72005469,0,0,SEDAN,3,F,D,5,0
24.400002,.99931562,0,0,SEDAN,1,M,A,4,0
14.5,.3367556,0,0,SEDAN,3,F,B,5,0
3.8999999,.9117043,0,0,SEDAN,4,M,E,5,0
10.700001,.0958248,0,0,HBACK,3,M,A,1,0
23.889999,.041067801,0,0,HBACK,1,M,B,3,0
8,.90896648,0,0,PANVN,4,F,B,4,0
7.7999997,.3039014,0,0,STNWG,4,F,A,4,0
6,.068446301,0,0,HBACK,4,M,B,4,0
6,.093086898,0,0,SEDAN,4,M,A,6,0
16.699999,.90896648,0,0,STNWG,4,M,B,5,0
19,.087611198,0,0,STNWG,2,M,C,5,0
23.299999,.64339489,0,0,SEDAN,1,F,A,3,0
14.299999,.9062286,0,0,SEDAN,3,F,B,5,0
4.0999999,.9062286,0,0,HBACK,4,F,B,2,0
13,.17248461,0,0,HBACK,2,F,C,5,0
40.900002,.807666,0,0,UTE,1,F,C,5,0
8.1999998,.9117043,0,0,HBACK,3,M,C,4,0
15.1,.9117043,0,0,HBACK,3,M,D,3,0
8,.1697467,0,0,HBACK,3,M,C,3,0
25.1,.46543461,0,0,HBACK,1,M,C,4,0
15.700001,.9117043,0,0,HBACK,2,F,A,4,0
5.6999998,.90896648,0,0,PANVN,4,F,C,1,0
5.0999999,.9062286,0,0,HBACK,4,M,B,6,0
7.3000002,.45722109,0,0,SEDAN,4,F,B,2,0
7.2000003,.52566743,0,0,HBACK,3,F,A,3,0
3.8999999,.9062286,0,0,SEDAN,4,M,B,6,0
34,.52566743,0,0,STNWG,2,M,C,3,0
9.1999998,.75290889,0,0,SEDAN,4,F,E,5,0
22.34,.52566743,0,0,SEDAN,1,F,C,1,0
16.699999,.2245038,0,0,HDTOP,4,M,F,3,0
29.400002,.19438741,0,0,SEDAN,1,M,B,4,0
4.0999999,.9062286,0,0,STNWG,4,M,B,3,0
18.5,.9062286,0,0,SEDAN,2,M,B,6,0
7.0999999,.2354552,0,0,HBACK,4,F,D,2,0
8.1999998,.9117043,0,0,HBACK,4,F,A,3,0
31.400002,.9117043,0,0,STNWG,3,M,A,4,0
20.5,.9117043,0,0,STNWG,3,F,B,4,0
15.4,.9117043,0,0,SEDAN,2,F,C,1,0
23.900002,.90896648,0,0,STNWG,3,F,C,3,0
9.8999996,.9062286,0,0,SEDAN,3,F,E,5,0
10.599999,.9062286,0,0,HBACK,3,F,A,4,0
27.700001,.7857632,0,0,STNWG,3,F,C,5,0
26.400002,.52566743,1,1,UTE,2,F,C,1,4627
12.9,.9062286,0,0,SEDAN,3,M,D,5,0
20.1,.9062286,0,0,SEDAN,2,F,D,3,0
14.8,.9062286,0,0,SEDAN,2,F,E,6,0
15.1,.1040383,0,0,STNWG,4,F,B,4,0
10.599999,.9062286,0,0,STNWG,3,M,B,3,0
71.989998,.99931562,1,1,STNWG,1,F,C,1,7823
10.299999,.9117043,0,0,HBACK,4,F,C,4,0
3.0999999,.3422313,0,0,HBACK,4,F,C,5,0
28.099998,.90896648,0,0,STNWG,2,F,A,4,0
13,.90896648,0,0,SEDAN,3,M,C,3,0
43.099998,.74469543,0,0,STNWG,2,F,F,2,0
19.6,.90896648,0,0,SEDAN,2,F,B,3,0
7.3000002,.1232033,0,0,SEDAN,4,F,E,4,0
17.299999,.99931562,0,0,HBACK,1,F,C,5,0
13.6,.9062286,0,0,SEDAN,3,M,B,3,0
18.700001,.99931562,0,0,SEDAN,2,F,A,4,0
16.5,.087611198,1,1,STNWG,4,M,C,5,3537
14.299999,.2464066,0,0,UTE,3,M,A,2,0
65.100006,.2464066,0,0,STNWG,1,M,A,3,0
5.0999999,.9117043,1,1,HBACK,4,F,B,6,24946
5,.9062286,0,0,HBACK,4,M,A,6,0
10.2,.9117043,0,0,HBACK,3,F,B,5,0
5.7999997,.9117043,0,0,SEDAN,4,M,C,4,0
22.9,.068446301,0,0,SEDAN,1,M,C,4,0
23.199999,.1478439,0,0,STNWG,3,M,C,6,0
6.9000001,.1478439,0,0,PANVN,4,M,A,6,0
42.299999,.22176591,0,0,STNWG,1,F,A,2,0
33,.1259411,0,0,SEDAN,1,M,D,6,0
17.6,.1478439,0,0,UTE,2,M,D,5,0
34,.3093771,0,0,STNWG,2,M,A,4,0
10.1,.093086898,0,0,STNWG,4,F,C,3,0
5.4000001,.2984257,0,0,HBACK,4,M,C,2,0
3.8999999,.9062286,0,0,SEDAN,4,F,B,2,0
8.3999996,.9062286,0,0,SEDAN,4,M,A,3,0
12.9,.052019201,0,0,SEDAN,3,M,B,3,0
29.200001,.093086898,0,0,STNWG,2,F,A,5,0
29.799999,.90896648,0,0,UTE,1,M,E,3,0
17.49,.41341549,1,1,HBACK,1,F,A,2,135897
9.7000008,.1478439,0,0,SEDAN,3,F,A,5,0
12.3,.9117043,0,0,SEDAN,4,F,B,6,0
6.7000003,.1478439,0,0,HBACK,3,M,C,2,0
6.9000001,.1478439,0,0,SEDAN,4,F,D,6,0
8.3999996,.92539358,0,0,HBACK,4,F,A,4,0
13.200001,.1478439,0,0,STNWG,4,F,D,6,0
35.700001,.90896648,0,0,UTE,2,M,E,6,0
29.700001,.90896648,0,0,SEDAN,1,F,C,6,0
66.400002,.0054756999,0,0,STNWG,1,M,A,3,0
3.0999999,.2245038,0,0,HBACK,4,M,D,5,0
4.4000001,.90896648,0,0,STNWG,4,M,B,3,0
9.1000004,.8514716,0,0,HBACK,3,F,A,3,0
4.3000002,.56399733,0,0,HBACK,4,M,C,4,0
8.1999998,.2245038,0,0,UTE,4,M,E,1,0
12,.090349101,0,0,HBACK,2,M,C,4,0
11.5,.33949351,0,0,STNWG,4,F,B,3,0
11.1,.1478439,0,0,SEDAN,4,F,C,4,0
15.1,.90896648,0,0,STNWG,4,M,E,1,0
13.6,.92539358,0,0,STNWG,4,M,B,4,0
10.2,.2245038,0,0,PANVN,4,M,C,4,0
17.1,.1478439,0,0,SEDAN,2,M,A,6,0
8.3999996,.9062286,0,0,SEDAN,3,M,C,6,0
4.5,.1478439,0,0,SEDAN,4,M,C,5,0
9.8000002,.9062286,0,0,SEDAN,3,M,A,6,0
22.299999,.1478439,0,0,HBACK,1,M,A,6,0
12.200001,.1478439,0,0,STNWG,4,M,A,5,0
24.200001,.1478439,0,0,STNWG,3,F,A,3,0
14.5,.1806982,0,0,STNWG,4,M,C,2,0
21,.0273785,0,0,TRUCK,2,F,F,4,0
10.299999,.1478439,0,0,STNWG,3,F,A,5,0
16.4,.0273785,0,0,STNWG,4,F,C,4,0
16.299999,.52566743,0,0,HBACK,2,M,C,4,0
11.5,.9062286,0,0,STNWG,3,M,D,5,0
13.5,.093086898,0,0,STNWG,4,M,C,4,0
8.5,.1478439,0,0,SEDAN,3,F,A,6,0
20.9,.1478439,0,0,STNWG,3,F,F,5,0
14.5,.1478439,0,0,UTE,4,M,D,5,0
12.9,.1478439,0,0,SEDAN,3,F,A,5,0
15.4,.75290889,0,0,SEDAN,3,F,B,4,0
14,.91718,0,0,SEDAN,3,F,D,4,0
19.5,.90896648,0,0,SEDAN,1,F,B,4,0
8,.1478439,0,0,UTE,4,M,D,4,0
16.299999,.25462011,0,0,HDTOP,3,F,C,3,0
15.1,.090349101,0,0,SEDAN,3,F,C,4,0
11.599999,.9117043,0,0,STNWG,4,M,A,3,0
34.599998,.23819301,0,0,SEDAN,2,M,C,4,0
10.900001,.51745379,0,0,STNWG,4,F,E,4,0
16.4,.0109514,0,0,SEDAN,2,F,A,5,0
18.799999,.090349101,0,0,STNWG,3,F,D,2,0
11.599999,.087611198,0,0,MIBUS,4,F,A,3,0
32.299999,.9117043,0,0,STNWG,3,F,B,3,0
11.599999,.8514716,0,0,UTE,4,M,A,2,0
7.2000003,.9117043,0,0,HBACK,4,F,A,5,0
16.5,.90349078,0,0,STNWG,4,M,C,3,0
19.700001,.0164271,0,0,SEDAN,2,F,A,4,0
13.200001,.1478439,0,0,STNWG,4,F,D,2,0
42.800003,.75290889,0,0,STNWG,1,M,A,3,0
11.7,.2245038,0,0,STNWG,4,M,E,1,0
16.4,.92539358,0,0,SEDAN,2,M,C,4,0
23.900002,.90896648,1,1,HDTOP,2,M,C,4,29818
12.799999,.9117043,0,0,STNWG,4,F,F,3,0
4.5,.34496921,0,0,SEDAN,4,M,B,6,0
4.4000001,.90896648,0,0,STNWG,4,F,B,5,0
9.7000008,.1478439,0,0,SEDAN,3,F,C,4,0
25,.75290889,0,0,SEDAN,1,M,A,3,0
28.099998,.90896648,0,0,STNWG,3,M,C,4,0
35.899998,.8843258,1,1,SEDAN,4,F,A,4,2319
15.700001,.1478439,0,0,HDTOP,4,M,C,5,0
14.9,.9062286,0,0,SEDAN,3,F,E,4,0
7.6999998,.1478439,0,0,SEDAN,4,F,C,5,0
17.6,.090349101,0,0,HBACK,2,M,D,5,0
22.700001,.0219028,0,0,SEDAN,2,F,C,6,0
17.200001,.1478439,0,0,SEDAN,2,M,A,5,0
17.6,.73921973,0,0,HDTOP,3,F,B,4,0
35.700001,.90896648,0,0,UTE,2,M,E,5,0
7.3000002,.9062286,0,0,SEDAN,4,M,C,5,0
4,.9117043,0,0,SEDAN,4,F,C,4,0
14.6,.72005469,0,0,MIBUS,3,F,B,2,0
34.799999,.44353181,0,0,SEDAN,1,F,B,3,0
14.299999,.9062286,0,0,HDTOP,4,M,D,2,0
7.7999997,.2354552,0,0,HBACK,3,F,C,3,0
12.9,.8514716,0,0,SEDAN,3,F,C,2,0
13.6,.9062286,0,0,TRUCK,3,M,D,4,0
20.1,.8569473,0,0,SEDAN,1,F,F,5,0
10.1,.093086898,0,0,STNWG,4,F,C,6,0
8.8000002,.9062286,0,0,HBACK,3,F,C,4,0
13.9,.3422313,0,0,HBACK,3,M,C,4,0
13.6,.92539358,0,0,HBACK,2,F,A,4,0
25.200001,.32306641,0,0,STNWG,3,F,C,1,0
30.200001,.9062286,0,0,STNWG,3,M,B,5,0
18.300001,.54483229,0,0,STNWG,4,M,B,3,0
7.3000002,.9062286,0,0,SEDAN,4,M,B,3,0
6.1999998,.1478439,0,0,SEDAN,4,F,A,5,0
15.4,.23819301,0,0,SEDAN,1,F,A,1,0
21.199999,.9062286,0,0,STNWG,3,F,B,3,0
10.599999,.9062286,0,0,HBACK,3,F,B,5,0
4.4000001,.9226557,0,0,SEDAN,4,M,A,4,0
11.1,.9062286,1,1,HBACK,3,F,A,6,2000
13.6,.9062286,0,0,STNWG,4,M,B,2,0
30.4,.99931562,0,0,TRUCK,3,M,E,4,0
34.299999,.2245038,0,0,UTE,1,F,C,1,0
22.299999,.73100609,0,0,HBACK,1,F,B,3,0
12.3,.8514716,0,0,HBACK,2,M,C,5,0
7.0999999,.1478439,0,0,HBACK,3,M,C,4,0
10.8,.8514716,0,0,SEDAN,3,F,D,6,0
20,.9062286,0,0,HBACK,2,F,A,4,0
16.4,.2464066,0,0,STNWG,4,M,F,4,0
27.6,.9062286,0,0,STNWG,1,F,C,5,0
15.5,.1478439,0,0,HDTOP,3,M,A,5,0
9.5999994,.1423682,0,0,STNWG,3,M,C,5,0
49,.1533196,0,0,SEDAN,1,F,B,5,0
17.4,.090349101,0,0,HBACK,2,F,E,1,0
21.400002,.0273785,0,0,STNWG,3,M,B,3,0
19.199999,.1478439,0,0,SEDAN,1,F,C,4,0
14.5,.99931562,0,0,TRUCK,4,F,C,2,0
6,.1478439,0,0,STNWG,4,F,D,3,0
43.489998,.50924033,0,0,UTE,1,M,A,5,0
26.5,.1478439,0,0,SEDAN,1,F,D,4,0
30.799999,.1478439,0,0,STNWG,3,M,D,4,0
9,.52566743,0,0,HBACK,3,M,A,2,0
15.299999,.1478439,0,0,SEDAN,2,M,A,6,0
4.4000001,.8514716,0,0,UTE,4,M,D,2,0
17.200001,.52566743,0,0,STNWG,3,M,C,2,0
6.7000003,.1478439,0,0,STNWG,4,F,A,2,0
11,.093086898,0,0,SEDAN,4,M,B,4,0
8.5,.9117043,0,0,HBACK,3,M,C,4,0
5.4000001,.057494901,0,0,HBACK,4,F,B,5,0
11.4,.9117043,1,2,SEDAN,3,F,C,4,10437
17.1,.1478439,0,0,SEDAN,2,F,C,5,0
12.9,.9117043,0,0,SEDAN,3,F,B,2,0
12.1,.087611198,0,0,HBACK,3,F,C,5,0
4.0999999,.90896648,0,0,HBACK,4,F,B,4,0
9.3000002,.90349078,0,0,HBACK,3,F,A,4,0
18,.1204654,0,0,SEDAN,1,F,C,3,0
19.700001,.33401781,0,0,STNWG,2,F,A,2,0
16.1,.29568791,0,0,STNWG,4,M,C,4,0
25.200001,.99931562,0,0,TRUCK,3,M,E,2,0
14.8,.52292949,0,0,HBACK,1,M,A,5,0
11,.1478439,0,0,STNWG,3,M,F,2,0
36.400002,.31759071,0,0,STNWG,2,F,F,2,0
37.200001,.1478439,0,0,STNWG,2,F,D,4,0
15.2,.9117043,0,0,SEDAN,2,F,B,4,0
3.8999999,.1478439,0,0,UTE,4,F,A,3,0
56.100002,.13415471,0,0,COUPE,1,F,B,3,0
40,.99931562,0,0,STNWG,3,M,C,4,0
6.1999998,.9117043,0,0,STNWG,4,F,B,6,0
24.400002,.090349101,0,0,STNWG,3,F,A,3,0
7.3000002,.90896648,0,0,SEDAN,4,M,A,6,0
8.1999998,.47638601,0,0,UTE,4,M,C,2,0
33.900002,.2190281,0,0,STNWG,2,M,C,2,0
15.700001,.2245038,0,0,SEDAN,2,F,D,5,0
31.700001,.0027379,0,0,UTE,1,M,B,1,0
14.8,.90896648,0,0,HBACK,2,M,C,3,0
11.7,.52566743,0,0,SEDAN,2,M,E,5,0
16.4,.90896648,1,1,HBACK,2,F,C,4,11141
7.9000001,.90896648,0,0,UTE,4,F,B,5,0
42.290001,.72279263,0,0,UTE,1,F,B,1,0
15.599999,.90896648,0,0,UTE,3,M,E,5,0
19.6,.090349101,0,0,HBACK,3,M,E,2,0
16.200001,.90896648,0,0,SEDAN,3,M,D,4,0
41.100002,.2464066,0,0,TRUCK,1,M,E,2,0
29.700001,.2245038,0,0,STNWG,1,F,C,1,0
18.5,.9062286,0,0,STNWG,4,F,C,5,0
17.700001,.2245038,0,0,STNWG,3,F,D,2,0
21.199999,.42162901,0,0,STNWG,2,M,A,2,0
13.9,.52566743,0,0,UTE,3,F,E,2,0
25.4,.2245038,0,0,STNWG,3,F,A,3,0
19.5,.073922001,0,0,SEDAN,1,F,A,5,0
12.9,.093086898,0,0,STNWG,4,M,C,2,0
11.3,.093086898,0,0,STNWG,4,F,B,5,0
26.064999,.046543501,0,0,UTE,2,M,C,5,0
3.8999999,.9062286,0,0,SEDAN,4,F,A,6,0
29.6,.093086898,0,0,STNWG,3,M,E,6,0
6,.090349101,0,0,HBACK,4,M,C,5,0
17.299999,.9062286,0,0,HBACK,2,F,C,5,0
20.99,.99931562,0,0,HBACK,1,M,C,4,0
47.800003,.9117043,0,0,STNWG,2,F,F,2,0
17.799999,.9062286,0,0,SEDAN,2,F,C,5,0
24.400002,.90349078,0,0,SEDAN,1,F,A,4,0
41.700001,.73374403,0,0,STNWG,2,F,F,2,0
3,.92539358,0,0,HBACK,4,F,A,4,0
9.5,.90896648,0,0,SEDAN,4,F,C,4,0
23.5,.90349078,1,1,SEDAN,2,M,C,2,2000
14.5,.52566743,0,0,STNWG,2,F,C,3,0
12.5,.073922001,0,0,SEDAN,4,F,C,4,0
14.299999,.9062286,0,0,SEDAN,3,M,B,2,0
15.5,.9117043,0,0,SEDAN,3,M,A,5,0
22.200001,.093086898,0,0,SEDAN,1,F,C,6,0
10.5,.90896648,0,0,HBACK,2,F,A,5,0
19.199999,.090349101,0,0,HDTOP,3,F,C,2,0
17,.90896648,0,0,SEDAN,2,F,B,3,0
2.7,.2245038,0,0,HBACK,4,M,C,2,0
12.9,.90896648,1,1,SEDAN,3,F,E,6,17538
40.900002,.75017112,0,0,UTE,1,M,E,3,0
15.299999,.16153321,0,0,STNWG,4,M,E,3,0
7.3000002,.090349101,0,0,HBACK,4,M,B,6,0
18.300001,.77754962,0,0,STNWG,3,F,C,2,0
18.799999,.090349101,0,0,STNWG,4,F,E,4,0
12.4,.90896648,0,0,SEDAN,3,M,C,6,0
7.4000001,.21081451,0,0,HBACK,3,M,A,3,0
35.899998,.090349101,0,0,STNWG,2,M,C,3,0
10.8,.41615331,0,0,SEDAN,4,M,C,4,0
15.5,.093086898,0,0,SEDAN,3,F,C,1,0
12.6,.9062286,0,0,HBACK,2,M,C,4,0
18.5,.9062286,0,0,HBACK,2,F,C,3,0
14.8,.093086898,0,0,HBACK,3,F,B,2,0
3.4000001,.9062286,0,0,HBACK,4,F,A,4,0
8.3999996,.52566743,0,0,STNWG,4,M,A,5,0
17.299999,.90349078,0,0,SEDAN,2,F,C,5,0
6.8000002,.52566743,0,0,SEDAN,4,F,E,4,0
4.4000001,.2245038,0,0,SEDAN,4,F,C,1,0
13.3,.52292949,0,0,HBACK,2,F,C,3,0
30.200001,.92539358,0,0,STNWG,3,F,A,2,0
19.700001,.2245038,0,0,STNWG,4,M,F,2,0
16.200001,.52566743,0,0,SEDAN,2,M,D,6,0
16.5,.69541413,1,1,STNWG,4,M,F,1,114690
10.700001,.2245038,0,0,STNWG,4,F,E,3,0
14.700001,.0958248,0,0,SEDAN,2,M,C,5,0
13.6,.2245038,0,0,HBACK,1,M,B,3,0
12.9,.92539358,0,0,SEDAN,3,M,E,3,0
3.5,.29295,0,0,HBACK,4,F,A,6,0
11.2,.92539358,0,0,STNWG,4,M,E,3,0
27.1,.92539358,0,0,STNWG,2,F,C,2,0
33.699997,.2245038,0,0,SEDAN,2,M,B,6,0
11.599999,.2245038,0,0,HBACK,2,F,A,1,0
23.299999,.30663931,0,0,HDTOP,2,M,C,4,0
19.9,.90349078,1,1,STNWG,2,M,B,3,2000
3.0999999,.2245038,0,0,SEDAN,4,M,C,6,0
40.5,.098562598,0,0,STNWG,2,M,B,2,0
18.6,.073922001,0,0,HBACK,2,F,C,2,0
26.5,.0958248,0,0,UTE,3,M,E,2,0
31.900002,.8952772,0,0,STNWG,1,M,F,2,0
47.900002,.33949351,0,0,STNWG,2,F,C,2,0
20.299999,.076659799,0,0,HBACK,2,F,A,4,0
26.300001,.92539358,0,0,STNWG,4,M,C,2,0
16.299999,.22176591,0,0,SEDAN,1,F,D,4,0
12.200001,.2245038,0,0,HBACK,3,F,F,1,0
18.200001,.2874743,0,0,SEDAN,2,F,B,4,0
26.800001,.035592102,0,0,SEDAN,1,M,C,2,0
21.800001,.0027379,0,0,UTE,3,M,C,1,0
7.3000002,.073922001,0,0,HBACK,4,F,A,5,0
9.5,.90349078,0,0,SEDAN,4,M,B,5,0
9.5,.90349078,0,0,SEDAN,4,F,D,3,0
13,.31759071,0,0,SEDAN,3,F,B,4,0
13.8,.90349078,0,0,SEDAN,2,M,B,6,0
61.399998,.21629021,0,0,STNWG,2,M,A,2,0
35.700001,.0958248,0,0,HBACK,2,F,A,2,0
15.900001,.22176591,0,0,SEDAN,2,F,C,2,0
9.7000008,.22176591,0,0,SEDAN,3,F,C,4,0
13,.29295,0,0,SEDAN,3,M,D,4,0
15.8,.74469543,0,0,SEDAN,3,M,C,6,0
11,.2135524,0,0,STNWG,3,F,B,3,0
16.299999,.2245038,0,0,HBACK,3,F,A,4,0
39.900002,.52292949,0,0,STNWG,2,F,C,2,0
6.3999996,.84873372,0,0,HBACK,4,F,A,4,0
13,.15605751,0,0,HBACK,2,M,B,5,0
13.6,.89801508,0,0,HBACK,2,F,F,4,0
32,.0958248,0,0,STNWG,2,M,A,3,0
13.200001,.90349078,0,0,COUPE,3,M,A,3,0
56.989998,.99931562,0,0,STNWG,1,M,B,2,0
10.4,.71731693,1,1,HBACK,2,F,C,4,2000
47,.84873372,0,0,STNWG,1,M,F,2,0
32.200001,.30663931,0,0,UTE,2,M,E,2,0
40.5,.22176591,0,0,STNWG,2,M,A,4,0
19.1,.30663931,0,0,SEDAN,2,F,A,2,0
14.6,.99931562,0,0,SEDAN,2,F,A,4,0
3.5,.62423003,0,0,SEDAN,4,M,A,5,0
14,.807666,0,0,SEDAN,3,M,A,5,0
29,.84873372,0,0,SEDAN,1,F,E,5,0
7.0999999,.90349078,0,0,HBACK,4,F,B,4,0
3.0999999,.22176591,0,0,SEDAN,4,F,C,2,0
13.3,.22176591,0,0,STNWG,4,M,C,3,0
10.4,.84873372,0,0,HBACK,2,F,C,1,0
12.200001,.99931562,0,0,HBACK,3,F,A,3,0
19.5,.64339489,0,0,SEDAN,1,F,C,6,0
24.6,.22176591,0,0,SEDAN,1,F,D,4,0
16.799999,.0958248,0,0,MIBUS,4,F,C,3,0
19.9,.1971253,0,0,HBACK,1,M,C,2,0
7.6999998,.90349078,0,0,SEDAN,4,M,A,1,0
13,.90349078,0,0,HBACK,2,F,B,1,0
8.1999998,.9226557,0,0,SEDAN,4,F,C,4,0
8.3999996,.90349078,0,0,SEDAN,3,F,C,1,0
33.399998,.30663931,0,0,STNWG,3,M,F,2,0
9.7000008,.84873372,0,0,SEDAN,3,M,C,1,0
18.799999,.90349078,0,0,HBACK,3,M,B,5,0
18.5,.9007529,0,0,HBACK,2,M,A,3,0
46,.35592061,0,0,STNWG,2,F,A,3,0
18.6,.22176591,0,0,HBACK,1,M,D,3,0
22.4,.90349078,0,0,MIBUS,3,F,B,3,0
11.900001,.1971253,0,0,SEDAN,4,F,A,5,0
10.700001,.2464066,0,0,SEDAN,3,M,C,4,0
11.2,.0109514,0,0,HBACK,2,M,A,3,0
18.5,.9226557,0,0,SEDAN,2,M,A,2,0
5,.22176591,0,0,SEDAN,4,F,A,4,0
25.200001,.3422313,0,0,STNWG,3,M,E,3,0
16.299999,.22176591,0,0,HBACK,2,F,C,3,0
20,.64065713,0,0,SEDAN,2,F,D,4,0
16.900002,.22176591,0,0,COUPE,3,F,C,4,0
40.799999,.2464066,0,0,STNWG,2,F,F,3,0
35.899998,.9226557,0,0,STNWG,2,M,F,4,0
14.299999,.22176591,0,0,HBACK,1,M,B,4,0
29.799999,.0958248,0,0,STNWG,1,F,B,3,0
3.8999999,.25462011,0,0,HBACK,4,F,B,2,0
23.5,.22176591,0,0,UTE,2,M,A,1,0
25.599998,.3367556,0,0,UTE,2,M,C,2,0
54.400002,.90349078,0,0,COUPE,1,M,A,2,0
16.299999,.64065713,1,2,SEDAN,2,F,A,3,12555
12,.90349078,0,0,SEDAN,4,F,A,3,0
30.799999,.0273785,0,0,HDTOP,3,F,A,2,0
31.5,.1916496,0,0,SEDAN,2,F,A,1,0
6.8000002,.2464066,0,0,SEDAN,4,F,A,1,0
16.5,.84325802,0,0,SEDAN,1,M,C,5,0
12.799999,.22176591,0,0,SEDAN,3,M,D,2,0
12.5,.77754962,0,0,UTE,4,M,A,5,0
19.199999,.84873372,0,0,SEDAN,2,F,D,3,0
10.299999,.22176591,0,0,SEDAN,3,F,C,3,0
12.6,.24366871,0,0,SEDAN,4,F,B,3,0
5.2999997,.23271731,0,0,HBACK,4,F,A,2,0
18.5,.90349078,0,0,HBACK,2,M,C,5,0
28.4,.64339489,0,0,STNWG,3,M,B,5,0
11.900001,.2464066,0,0,HBACK,2,M,C,3,0
20.1,.22176591,0,0,SEDAN,2,F,E,4,0
24.400002,.22176591,0,0,SEDAN,1,M,A,5,0
22.1,.15058181,0,0,UTE,2,M,B,2,0
24.5,.75290889,0,0,UTE,2,M,D,2,0
29,.2464066,0,0,STNWG,3,M,E,2,0
16.699999,.30663931,0,0,HBACK,2,F,B,5,0
6,.22176591,0,0,HBACK,4,F,C,4,0
40.599998,.22176591,0,0,UTE,1,F,F,5,0
19,.84873372,0,0,SEDAN,1,F,B,4,0
27.799999,.84873372,0,0,TRUCK,3,M,E,4,0
13.6,.30663931,0,0,HDTOP,3,F,A,3,0
58.299999,.2135524,0,0,STNWG,2,F,D,5,0
15.1,.16700891,0,0,SEDAN,2,M,A,2,0
30.4,.84873372,0,0,TRUCK,3,M,F,1,0
19,.8514716,0,0,SEDAN,1,F,C,2,0
39.700001,.2299795,0,0,STNWG,2,M,A,3,0
47,.84873372,0,0,STNWG,1,F,F,2,0
22.5,.22176591,0,0,STNWG,3,F,D,3,0
11,.77754962,0,0,SEDAN,4,F,D,3,0
14.099999,.79397672,0,0,SEDAN,2,F,A,4,0
20.699999,.22176591,0,0,HDTOP,3,F,C,5,0
12.5,.22176591,0,0,HBACK,2,M,A,1,0
37.599998,.84873372,1,1,UTE,1,F,C,2,6234
14.9,.22176591,0,0,HBACK,1,F,C,4,0
45.200001,.84873372,0,0,TRUCK,1,M,C,5,0
15.2,.64339489,0,0,SEDAN,3,M,D,3,0
18.6,.71457899,0,0,SEDAN,2,F,A,4,0
18.200001,.76659822,1,1,HBACK,2,F,B,3,3619
15.59,.60780293,0,0,HBACK,1,F,C,3,0
10.5,.64339489,0,0,STNWG,3,M,C,4,0
42.700001,.64339489,0,0,STNWG,2,F,D,3,0
7.4000001,.22176591,0,0,HBACK,3,M,A,2,0
17.700001,.22176591,0,0,MIBUS,4,F,B,4,0
17.5,.2464066,0,0,SEDAN,3,F,C,2,0
8.8999996,.75290889,1,1,HBACK,3,F,B,4,9313
59.699997,.83778232,0,0,SEDAN,1,F,A,2,0
26.400002,.035592102,0,0,UTE,3,F,D,2,0
44,.9007529,0,0,STNWG,2,F,F,3,0
9.5999994,.9226557,0,0,SEDAN,4,F,C,2,0
3.8999999,.22176591,0,0,UTE,4,M,D,3,0
